id,comp_id,compound_name,species,ld50,units,source
499,499,"Propionaldehyde, 2,3-dichloro-2-methyl-",Rat,1.94,log(kg/mol),https://doi.org/10.1021/tx900189p
500,500,"Propionic acid, 2,2-dichloro-, 2-(2,4,5-trichlorophenoxy)ethyl ester",Rat,2.564,log(kg/mol),https://doi.org/10.1021/tx900189p
501,501,"Propanoic acid, 2,2-dichloro-",Rat,2.168,log(kg/mol),https://doi.org/10.1021/tx900189p
502,502,"Propane, 1,2,2-trichloro-",Rat,2.079,log(kg/mol),https://doi.org/10.1021/tx900189p
503,503,"Ethane, 1,1,1-trichloro-",Rat,1.112,log(kg/mol),https://doi.org/10.1021/tx900189p
504,504,"Propene, 1,2-dichloro-",Rat,1.744,log(kg/mol),https://doi.org/10.1021/tx900189p
505,505,"Acetyl chloride",Rat,1.936,log(kg/mol),https://doi.org/10.1021/tx900189p
506,506,"Propane, 1,1,2-trichloro-",Rat,2.079,log(kg/mol),https://doi.org/10.1021/tx900189p
507,507,"Propanoic acid, 2-chloro-",Rat,2.337,log(kg/mol),https://doi.org/10.1021/tx900189p
508,508,"Propane, 1,2-dichloro-",Rat,1.764,log(kg/mol),https://doi.org/10.1021/tx900189p
509,509,"Ethane, 1,1-dichloro-",Rat,2.135,log(kg/mol),https://doi.org/10.1021/tx900189p
510,510,"1-Propanol, 2-chloro-",Rat,2.637,log(kg/mol),https://doi.org/10.1021/tx900189p
511,511,"Phosphoric acid, bis(2-chloropropyl) p-nitrophenyl ester",Rat,3.333,log(kg/mol),https://doi.org/10.1021/tx900189p
512,512,"1-Propanol, 2-chloro-, hydrogen phosphate, ester with 3-chloro-7-hydroxy-4-methylcoumarin",Rat,2.811,log(kg/mol),https://doi.org/10.1021/tx900189p
513,513,"10H-Phenothiazine-10-propanamine, N,N,beta-trimethyl-",Rat,3.153,log(kg/mol),https://doi.org/10.1021/tx900189p
514,514,"Ethanol, 2-((2-amino-1-methylethyl)amino)-",Rat,1.381,log(kg/mol),https://doi.org/10.1021/tx900189p
515,515,"Phenol, 2,2'-((1-methyl-1,2-ethanediyl)bis(nitrilomethylidyne))bis-",Rat,1.792,log(kg/mol),https://doi.org/10.1021/tx900189p
516,516,"1-Propanone, 2-methyl-1-(4-methylphenyl)-3-(1-piperidinyl)- (9CI)",Rat,2.228,log(kg/mol),https://doi.org/10.1021/tx900189p
517,517,2-(2-(4-(2-Methyl-3-(10H-phenothiazin-10-yl)propyl)piperazin-1-yl)ethoxy)ethanol,Rat,3.029,log(kg/mol),https://doi.org/10.1021/tx900189p
518,518,"Pyrrolidine, 1-(3-methyl-4-(4-morpholinyl)-1-oxo-2,2-diphenylbutyl)-, (S)-",Rat,3.738,log(kg/mol),https://doi.org/10.1021/tx900189p
519,519,"2-Propen-1-ol, 2-methyl-3-phenyl-",Rat,1.791,log(kg/mol),https://doi.org/10.1021/tx900189p
520,520,"1,4-Butanediol, 2-methyl-",Rat,1.28,log(kg/mol),https://doi.org/10.1021/tx900189p
521,521,"Phenethyl alcohol, beta-methyl-, acetate",Rat,1.618,log(kg/mol),https://doi.org/10.1021/tx900189p
522,522,"1,2-Propanediol, diacetate",Rat,1.073,log(kg/mol),https://doi.org/10.1021/tx900189p
523,523,"Sulfurous acid, 2-chloroethyl 2-(4-(1,1-dimethylethyl)phenoxy)-1-methylethyl ester",Rat,1.934,log(kg/mol),https://doi.org/10.1021/tx900189p
524,524,"Benzenemethanamine, N-(2-chloroethyl)-N-(1-methyl-2-phenoxyethyl)-",Rat,2.085,log(kg/mol),https://doi.org/10.1021/tx900189p
525,525,"1,2-Propanediol, dinitrate",Rat,2.822,log(kg/mol),https://doi.org/10.1021/tx900189p
526,526,"1-Pyrrolidinecarboxylic acid, 1-(D-3-mercapto-2-methyl-1-propionyl)-, L-(S,S)-",Rat,1.709,log(kg/mol),https://doi.org/10.1021/tx900189p
527,527,"Propanamide, 2-(dimethylamino)-N-(1,3-diphenyl-1H-pyrazol-5-yl)- (9CI)",Rat,2.431,log(kg/mol),https://doi.org/10.1021/tx900189p
528,528,"Benzenemethanamine, N,N,alpha-trimethyl- (9CI)",Rat,2.551,log(kg/mol),https://doi.org/10.1021/tx900189p
529,529,"Alanine, 3-(3,4-dihydroxyphenyl)-2-methyl-, L-(-)-",Rat,1.626,log(kg/mol),https://doi.org/10.1021/tx900189p
530,530,Acetamide,Rat,0.926,log(kg/mol),https://doi.org/10.1021/tx900189p
531,531,"Acetamide, thio- (VAN) (8CI)",Rat,2.397,log(kg/mol),https://doi.org/10.1021/tx900189p
532,532,"Benzenemethanol, alpha-(1-aminoethyl)-3-hydroxy-, (R-(R*,S*))- ( 9CI)",Rat,2.843,log(kg/mol),https://doi.org/10.1021/tx900189p
533,533,"Benzenemethanamine, alpha-methyl-",Rat,2.11,log(kg/mol),https://doi.org/10.1021/tx900189p
534,534,"Benzeneethanamine, alpha-methyl-, (+-)-",Rat,3.654,log(kg/mol),https://doi.org/10.1021/tx900189p
535,535,"1H-Indole-3-ethanamine, alpha-methyl- (9CI)",Rat,3.899,log(kg/mol),https://doi.org/10.1021/tx900189p
536,536,1-Methyltrimethylenediamine,Rat,1.815,log(kg/mol),https://doi.org/10.1021/tx900189p
537,537,"1,2-Propanediamine",Rat,1.522,log(kg/mol),https://doi.org/10.1021/tx900189p
538,538,"Benzenemethanamine, alpha-methyl-N-(1-phenylethyl)- (9CI)",Rat,1.886,log(kg/mol),https://doi.org/10.1021/tx900189p
539,539,"Guanidine, N-cyano-N'-4-pyridinyl-N''-(1,2,2-trimethylpropyl)-",Rat,3.068,log(kg/mol),https://doi.org/10.1021/tx900189p
540,540,"1,2-Ethanediamine, N,N'-bis(1-phenylethyl)- (9CI)",Rat,2.318,log(kg/mol),https://doi.org/10.1021/tx900189p
541,541,"Benzoic acid 2-(alpha-methylbenzyl)hydrazide",Rat,2.551,log(kg/mol),https://doi.org/10.1021/tx900189p
542,542,"Benzenemethanol, 4-chloro-alpha-(4-chlorophenyl)-alpha-methyl- (9CI)",Rat,2.728,log(kg/mol),https://doi.org/10.1021/tx900189p
543,543,"Acetic acid, of a concentration of more than 10 per cent, by weight, of acetic acid",Rat,1.259,log(kg/mol),https://doi.org/10.1021/tx900189p
544,544,(1)-2-Hydroxypropiononitrile,Rat,2.912,log(kg/mol),https://doi.org/10.1021/tx900189p
545,545,"Propanoic acid, 2-hydroxy-",Rat,1.383,log(kg/mol),https://doi.org/10.1021/tx900189p
546,546,"Benzenemethanol, 3-amino-alpha-methyl- (9CI)",Rat,1.646,log(kg/mol),https://doi.org/10.1021/tx900189p
547,547,"(1)-alpha-Methylbenzyl alcohol",Rat,2.485,log(kg/mol),https://doi.org/10.1021/tx900189p
548,548,"3-Cyclohexene-1-methanol, alpha-methyl- (6CI,8CI,9CI)",Rat,1.952,log(kg/mol),https://doi.org/10.1021/tx900189p
549,549,"2,4-Pentanediol, 2-methyl-",Rat,1.504,log(kg/mol),https://doi.org/10.1021/tx900189p
550,550,"Pentane-2,4-diol",Rat,1.181,log(kg/mol),https://doi.org/10.1021/tx900189p
551,551,"Butyraldehyde, 3-hydroxy-",Rat,1.607,log(kg/mol),https://doi.org/10.1021/tx900189p
552,552,"2,4-Hexanediol",Rat,1.771,log(kg/mol),https://doi.org/10.1021/tx900189p
553,553,"1,3-Butanediol",Rat,0.685,log(kg/mol),https://doi.org/10.1021/tx900189p
554,554,"Propanol, fluoro-",Rat,1.379,log(kg/mol),https://doi.org/10.1021/tx900189p
555,555,"2-Propanol, 1-amino-",Rat,1.554,log(kg/mol),https://doi.org/10.1021/tx900189p
556,556,"2-Propanol, 1-(dimethylamino)-",Rat,1.737,log(kg/mol),https://doi.org/10.1021/tx900189p
557,557,"2-Propanol, 1,1',1''-nitrilotris-",Rat,1.504,log(kg/mol),https://doi.org/10.1021/tx900189p
558,558,"1H-Purine-2,6-dione, 3,7-dihydro-7-(2-hydroxypropyl)-1,3-dimethyl- (9CI)",Rat,2.714,log(kg/mol),https://doi.org/10.1021/tx900189p
559,559,"2-Propanol, 1-(p-chlorophenyl-tert-butyl)amino-",Rat,3.207,log(kg/mol),https://doi.org/10.1021/tx900189p
560,560,"2-Propanol, 1,1'-iminobis-",Rat,1.297,log(kg/mol),https://doi.org/10.1021/tx900189p
561,561,"1,2-Propylene glycol",Rat,0.58,log(kg/mol),https://doi.org/10.1021/tx900189p
562,562,"2-Propenoic acid, 2-hydroxypropyl ester (9CI)",Rat,2.716,log(kg/mol),https://doi.org/10.1021/tx900189p
563,563,"Maleic acid, mono(2-hydroxypropyl) ester",Rat,1.669,log(kg/mol),https://doi.org/10.1021/tx900189p
564,564,"2-Propanol, 1,1'-oxybis-",Rat,0.956,log(kg/mol),https://doi.org/10.1021/tx900189p
565,565,"Carbamic acid, (3-chlorophenyl)-, 1-methyl-2-propynyl ester (9CI)",Rat,1.952,log(kg/mol),https://doi.org/10.1021/tx900189p
566,566,"Benzene, 1,1'-(oxydiethylidene)bis- (9CI)",Rat,1.363,log(kg/mol),https://doi.org/10.1021/tx900189p
567,567,"Propanoic acid, 2-(4-chloro-2-methylphenoxy)-",Rat,2.519,log(kg/mol),https://doi.org/10.1021/tx900189p
568,568,"Propionic acid, 2-(2,4,5-trichlorophenoxy)-",Rat,2.618,log(kg/mol),https://doi.org/10.1021/tx900189p
569,569,"Propanoic acid, 2-(2,4-dichlorophenoxy)-",Rat,2.468,log(kg/mol),https://doi.org/10.1021/tx900189p
570,570,"Acetaldehyde, bis(2-chloroethyl) acetal (6CI,7CI,8CI)",Rat,2.781,log(kg/mol),https://doi.org/10.1021/tx900189p
571,571,"Benzyl alcohol, alpha-methyl-p-nitro-, nitrate (ester)",Rat,1.996,log(kg/mol),https://doi.org/10.1021/tx900189p
572,572,"Silane, dichloroethenylethyl-",Rat,1.739,log(kg/mol),https://doi.org/10.1021/tx900189p
573,573,"Silane, ethyltrichloro-",Rat,2.09,log(kg/mol),https://doi.org/10.1021/tx900189p
574,574,"Senecionan-11,16-dione, 12,18-dihydroxy- (9CI)",Rat,4.014,log(kg/mol),https://doi.org/10.1021/tx900189p
575,575,"Bicyclo(2.2.1)hept-2-ene, 5-ethylidene-",Rat,1.677,log(kg/mol),https://doi.org/10.1021/tx900189p
576,576,4-Hexen-1-yn-3-one,Rat,3.122,log(kg/mol),https://doi.org/10.1021/tx900189p
577,577,"2-Butenoic acid, anhydride",Rat,1.736,log(kg/mol),https://doi.org/10.1021/tx900189p
578,578,"2-Butenoic acid, ethenyl ester",Rat,1.237,log(kg/mol),https://doi.org/10.1021/tx900189p
579,579,"2-Butenoic acid",Rat,1.935,log(kg/mol),https://doi.org/10.1021/tx900189p
580,580,4-Hexen-1-yn-3-ol,Rat,3.451,log(kg/mol),https://doi.org/10.1021/tx900189p
581,581,"2-Butenoic acid, 2-butenylidene ester, (E,E,E)- (8CI,9CI)",Rat,1.937,log(kg/mol),https://doi.org/10.1021/tx900189p
582,582,"2,4-Hexadienoic acid, (2E,4E)-",Rat,1.183,log(kg/mol),https://doi.org/10.1021/tx900189p
583,583,"2,4-Hexadienal, (2E,4E)-",Rat,2.506,log(kg/mol),https://doi.org/10.1021/tx900189p
584,584,"Acetic acid, 2,4-hexadienyl ester",Rat,1.507,log(kg/mol),https://doi.org/10.1021/tx900189p
585,585,"Ethanol, 2-(2,4-hexadienyloxy)-",Rat,1.627,log(kg/mol),https://doi.org/10.1021/tx900189p
586,586,Crotonaldehyde,Rat,2.532,log(kg/mol),https://doi.org/10.1021/tx900189p
587,587,"Benzene, propenyl- (VAN) (8CI)",Rat,1.516,log(kg/mol),https://doi.org/10.1021/tx900189p
588,588,"Benzene, 1,2-(methylenedioxy)-4-propenyl-",Rat,2.083,log(kg/mol),https://doi.org/10.1021/tx900189p
589,589,"1-Propene, 1-chloro-",Rat,1.594,log(kg/mol),https://doi.org/10.1021/tx900189p
590,590,2-Buten-1-ol,Rat,1.889,log(kg/mol),https://doi.org/10.1021/tx900189p
591,591,"Ether, 2-butenyl propenyl",Rat,1.147,log(kg/mol),https://doi.org/10.1021/tx900189p
592,592,"Hydrazinecarboxaldehyde, ethylidenemethyl- (9CI)",Rat,2.495,log(kg/mol),https://doi.org/10.1021/tx900189p
593,593,Acetaldehyde,Rat,1.824,log(kg/mol),https://doi.org/10.1021/tx900189p
594,594,"Cyclopropanecarboxylic acid, 2,2,3,3-tetramethyl-, cyano(3-phenoxyphenyl)methyl ester",Rat,4.288,log(kg/mol),https://doi.org/10.1021/tx900189p
595,595,"Cyclopropanecarboxylic acid, 3-(2,2-dibromoethenyl)-2,2-dimethyl-, cyano(3-phenoxyphenyl)methyl ester, (1R-(1-alpha(S*),3-alpha))-",Rat,4.226,log(kg/mol),https://doi.org/10.1021/tx900189p
596,596,"Cyclopropanecarboxylic acid, 2-(2,2-dichlorovinyl)-3,3-dimethyl-, ester with (4-fluoro-3-phenoxyphenyl)hydroxyacetonitrile",Rat,2.86,log(kg/mol),https://doi.org/10.1021/tx900189p
597,597,"(RS)-alpha-Cyano-3-phenoxybenzyl (1RS,3RS)-(1RS,3RS)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",Rat,3.774,log(kg/mol),https://doi.org/10.1021/tx900189p
598,598,"Cyclopropanecarboxylic acid, 3-(2,2-dichlorovinyl)-2,2-dimethyl-, 3-phenoxybenzyl ester, (+-)-, (cis,trans)-",Rat,2.98,log(kg/mol),https://doi.org/10.1021/tx900189p
599,599,"Olean-12-en-29-oic acid, 3-(3-carboxy-1-oxopropoxy)-11-oxo-, (3beta,20beta)-",Rat,2.367,log(kg/mol),https://doi.org/10.1021/tx900189p
600,600,"Bicyclo(3.1.1)hept-2-ene-2-ethanol, 6,6-dimethyl-",Rat,2.271,log(kg/mol),https://doi.org/10.1021/tx900189p
601,601,"(1)-6,6-Dimethyl-2-methylenebicyclo(3.1.1)heptane",Rat,1.462,log(kg/mol),https://doi.org/10.1021/tx900189p
602,602,"Bicyclo(2.2.1)heptan-2-one, 1,3,3-trimethyl-",Rat,1.539,log(kg/mol),https://doi.org/10.1021/tx900189p
603,603,"Acetic acid, thiocyanato-, (1R,2R,4R)-1,7,7-trimethylbicyclo(2.2.1)hept-2-yl ester, rel-",Rat,2.199,log(kg/mol),https://doi.org/10.1021/tx900189p
604,604,"Bicyclo(2.2.1)heptan-2-ol, 1,7,7-trimethyl-, (1S,2R,4S)-",Rat,1.425,log(kg/mol),https://doi.org/10.1021/tx900189p
605,605,"Cyclohexanol, 1-amino-3-aminomethyl-3,5,5-trimethyl-",Rat,2.156,log(kg/mol),https://doi.org/10.1021/tx900189p
606,606,"1,3-Dioxane, 4,4-dimethyl-",Rat,1.493,log(kg/mol),https://doi.org/10.1021/tx900189p
607,607,"2-Oxetanone, 3,3-dimethyl-",Rat,1.833,log(kg/mol),https://doi.org/10.1021/tx900189p
608,608,"2,4-Imidazolidinedione, 3-bromo-1-chloro-5,5-dimethyl-",Rat,2.605,log(kg/mol),https://doi.org/10.1021/tx900189p
609,609,"2,4-Imidazolidinedione, 1,3-dichloro-5,5-dimethyl-",Rat,2.561,log(kg/mol),https://doi.org/10.1021/tx900189p
610,610,"2,4-Imidazolidinedione, 5,5-dimethyl-",Rat,1.216,log(kg/mol),https://doi.org/10.1021/tx900189p
611,611,"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((1-aminocyclohexyl)carbonyl)amino)-3,3-dimethyl-7-oxo-, (2S-(2alpha,5alpha,6beta))-",Rat,1.833,log(kg/mol),https://doi.org/10.1021/tx900189p
612,612,"3-Cyclohexene-1-carboxylic acid, 1-methyl-",Rat,1.816,log(kg/mol),https://doi.org/10.1021/tx900189p
613,613,"7-Oxabicyclo(4.1.0)heptane, 1-methyl-4-(2-methyloxiranyl)-",Rat,1.475,log(kg/mol),https://doi.org/10.1021/tx900189p
614,614,"Oxirane, 2,2'-(oxybis(methylene))bis(2-methyl- (9CI)",Rat,1.974,log(kg/mol),https://doi.org/10.1021/tx900189p
615,615,"Oxirane, 2,2'-(1,2-ethanediylbis(oxymethylene))bis(2-methyl- (9CI)",Rat,1.433,log(kg/mol),https://doi.org/10.1021/tx900189p
616,616,"Peroxycyclopentane, 3,5-dimethyl-3,5-dihydroxy-",Rat,1.67,log(kg/mol),https://doi.org/10.1021/tx900189p
617,617,"2-Quinoxalinecarboxamide, N-(2-hydroxyethyl)-3-methyl-, 1,4-dioxide",Rat,2.186,log(kg/mol),https://doi.org/10.1021/tx900189p
618,618,"1,4-Oxathiin-3-carboxamide, 5,6-dihydro-2-methyl-N-phenyl-, 4,4-dioxide (9CI)",Rat,2.126,log(kg/mol),https://doi.org/10.1021/tx900189p
619,619,"Benzoic acid, 2-((2,3-dimethylphenyl)amino)-",Rat,2.513,log(kg/mol),https://doi.org/10.1021/tx900189p
620,620,"Acetic acid, ((4-chloro-6-((2,3-dimethylphenyl)amino)-2-pyrimidinyl)thio)-",Rat,1.892,log(kg/mol),https://doi.org/10.1021/tx900189p
621,621,"Phenol, 3,4-dimethyl-",Rat,2.225,log(kg/mol),https://doi.org/10.1021/tx900189p
622,622,"Pyridine, 3,4-dimethyl-",Rat,2.199,log(kg/mol),https://doi.org/10.1021/tx900189p
623,623,"Benzene, 1-methyl-2,4-dinitro-",Rat,2.832,log(kg/mol),https://doi.org/10.1021/tx900189p
624,624,"Benzenesulfonyl chloride, 2-methyl-5-nitro- (9CI)",Rat,1.499,log(kg/mol),https://doi.org/10.1021/tx900189p
625,625,"Benzamide, 2-methyl-3,5-dinitro-",Rat,2.574,log(kg/mol),https://doi.org/10.1021/tx900189p
626,626,"Benzene, 2-methyl-1,3,5-trinitro-",Rat,2.456,log(kg/mol),https://doi.org/10.1021/tx900189p
627,627,"Benzoic acid, 2-methyl-",Rat,2.532,log(kg/mol),https://doi.org/10.1021/tx900189p
628,628,"Benzenesulfonamide, 2-methyl-",Rat,1.546,log(kg/mol),https://doi.org/10.1021/tx900189p
629,629,"Benzene, 2-methyl-1,3-dinitro-",Rat,3.012,log(kg/mol),https://doi.org/10.1021/tx900189p
630,630,"3-Furancarboxamide, 2-methyl-N-phenyl- (9CI)",Rat,1.193,log(kg/mol),https://doi.org/10.1021/tx900189p
631,631,"1H-Indene-3-acetic acid, 5-fluoro-2-methyl-1-((4-(methylsulfinyl)phenyl)methylene)-, (Z)-",Rat,3.13,log(kg/mol),https://doi.org/10.1021/tx900189p
632,632,"4H-Pyran, 5,6-dihydro-2-methyl-3-(phenylcarbamoyl)-",Rat,1.161,log(kg/mol),https://doi.org/10.1021/tx900189p
633,633,"Uracil, 3-tert-butyl-5-chloro-6-methyl-",Rat,1.461,log(kg/mol),https://doi.org/10.1021/tx900189p
634,634,"Coumarin, 3-chloro-7-hydroxy-4-methyl-, bis(3-chloropropyl) phosphate",Rat,3.323,log(kg/mol),https://doi.org/10.1021/tx900189p
635,635,"Phosphoric acid, bis(2-chloroethyl) 3-chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl ester",Rat,2.664,log(kg/mol),https://doi.org/10.1021/tx900189p
636,636,"Benzenesulfonic acid, 2-amino-4-chloro-5-methyl-",Rat,1.256,log(kg/mol),https://doi.org/10.1021/tx900189p
637,637,"Phenol, 4-chloro-3-methyl-",Rat,1.892,log(kg/mol),https://doi.org/10.1021/tx900189p
638,638,"Benzenamine, 2-methyl-",Rat,2.204,log(kg/mol),https://doi.org/10.1021/tx900189p
639,639,"Benzenamine, 3-chloro-2-methyl-",Rat,2.392,log(kg/mol),https://doi.org/10.1021/tx900189p
640,640,"1-Naphthylamine, 2-methyl-",Rat,2.404,log(kg/mol),https://doi.org/10.1021/tx900189p
641,641,"1,1,1-Trifluoro-N-(2-methyl-4-(phenylsulfonyl)phenyl)methanesulfonamide",Rat,2.778,log(kg/mol),https://doi.org/10.1021/tx900189p
642,642,"Phenol, 2-methyl-4,6-dinitro-",Rat,4.297,log(kg/mol),https://doi.org/10.1021/tx900189p
643,643,"Benzoic acid, 2-hydroxy-3-methyl-",Rat,2.534,log(kg/mol),https://doi.org/10.1021/tx900189p
644,644,"4H-Pyran-4-one, 3-hydroxy-2-methyl-",Rat,1.952,log(kg/mol),https://doi.org/10.1021/tx900189p
645,645,"2-Methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine-5-calcium phosphate",Rat,1.622,log(kg/mol),https://doi.org/10.1021/tx900189p
646,646,"3,4-Pyridinedimethanol, 5-hydroxy-6-methyl-",Rat,1.626,log(kg/mol),https://doi.org/10.1021/tx900189p
647,647,"Phenol, 5-amino-2-methyl-",Rat,1.534,log(kg/mol),https://doi.org/10.1021/tx900189p
648,648,"Phenol, 2-methyl-",Rat,2.951,log(kg/mol),https://doi.org/10.1021/tx900189p
649,649,"Acetic acid, (4-chloro-2-methylphenoxy)-",Rat,2.457,log(kg/mol),https://doi.org/10.1021/tx900189p
650,650,"1,2-Propanediol, 3-(2-methylphenoxy)-, 1-carbamate (9CI)",Rat,2.331,log(kg/mol),https://doi.org/10.1021/tx900189p
651,651,"Butanoic acid, 4-(4-chloro-2-methylphenoxy)- (9CI)",Rat,2.527,log(kg/mol),https://doi.org/10.1021/tx900189p
652,652,"Phosphoric acid, tris(2-methylphenyl) ester",Rat,2.502,log(kg/mol),https://doi.org/10.1021/tx900189p
653,653,"1,4-Oxathiin-3-carboxamide, 5,6-dihydro-2-methyl-N-phenyl-",Rat,2.738,log(kg/mol),https://doi.org/10.1021/tx900189p
654,654,"Benz(a)anthracene, 7,12-dimethyl-",Rat,2.894,log(kg/mol),https://doi.org/10.1021/tx900189p
655,655,"Naphthalene, 1-methyl-",Rat,1.888,log(kg/mol),https://doi.org/10.1021/tx900189p
656,656,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-",Rat,2.394,log(kg/mol),https://doi.org/10.1021/tx900189p
657,657,"Phenol, 3-((4,5-dihydro-1H-imidazol-2-yl)methyl)-6-(1,1-dimethylethyl)-2,4-dimethyl-",Rat,5.513,log(kg/mol),https://doi.org/10.1021/tx900189p
658,658,"Phenol, 4-methyl-2-nitro-",Rat,1.659,log(kg/mol),https://doi.org/10.1021/tx900189p
659,659,"Benzene, 1-methyl-3,5-dinitro- (9CI)",Rat,2.926,log(kg/mol),https://doi.org/10.1021/tx900189p
660,660,"Benzene, 1-methyl-3-nitro-",Rat,2.107,log(kg/mol),https://doi.org/10.1021/tx900189p
661,661,"o-Toluenesulfonamide, N-(2-hydroxyethyl)-4-nitro-",Rat,1.765,log(kg/mol),https://doi.org/10.1021/tx900189p
662,662,"3-Isoxazolecarboxylic acid, 5-methyl-, 2-(phenylmethyl)hydrazide",Rat,2.917,log(kg/mol),https://doi.org/10.1021/tx900189p
663,663,"2(1H)-Pyrimidinone, 4-hydroxy-6-methyl- (8CI)",Rat,0.291,log(kg/mol),https://doi.org/10.1021/tx900189p
664,664,"4(1H)-Pyrimidinone, 2,3-dihydro-6-methyl-2-thioxo-",Rat,1.707,log(kg/mol),https://doi.org/10.1021/tx900189p
665,665,"3(2H)-Isoxazolone, 5-methyl- (8CI)(9CI)",Rat,1.503,log(kg/mol),https://doi.org/10.1021/tx900189p
666,666,"2,5-Furandione, 3-methyl-",Rat,1.635,log(kg/mol),https://doi.org/10.1021/tx900189p
667,667,"2H-1-Benzopyran-2-one, 7-hydroxy-4-methyl-",Rat,1.66,log(kg/mol),https://doi.org/10.1021/tx900189p
668,668,"Phosphoric acid, bis(2-chloroethyl) 4-methyl-2-oxo-2H-1-benzopyran-7-yl ester (9CI)",Rat,3.432,log(kg/mol),https://doi.org/10.1021/tx900189p
669,669,"Benzamide, N-(5-chloro-4-((4-chlorophenyl)cyanomethyl)-2-methylphenyl)-2-hydroxy-3,5-diiodo-",Rat,3.403,log(kg/mol),https://doi.org/10.1021/tx900189p
670,670,"Benzene, 1,2,3,5-tetramethyl-",Rat,1.415,log(kg/mol),https://doi.org/10.1021/tx900189p
671,671,"Benzene, 1,2,4-trimethyl-",Rat,1.381,log(kg/mol),https://doi.org/10.1021/tx900189p
672,672,"Benzene, 1,2,4,5-tetramethyl-",Rat,1.283,log(kg/mol),https://doi.org/10.1021/tx900189p
673,673,"Benzenamine, 2,4,6-trimethyl-",Rat,2.26,log(kg/mol),https://doi.org/10.1021/tx900189p
674,674,"Benzenamine, 2,4-dimethyl-",Rat,2.414,log(kg/mol),https://doi.org/10.1021/tx900189p
675,675,"Phenol, 2,4-dimethyl-",Rat,1.582,log(kg/mol),https://doi.org/10.1021/tx900189p
676,676,"Benzene, 1,3-dimethyl-",Rat,1.327,log(kg/mol),https://doi.org/10.1021/tx900189p
677,677,"Pyridine, 2,4,6-trimethyl-",Rat,2.481,log(kg/mol),https://doi.org/10.1021/tx900189p
678,678,"Pyridine, 2,4-dimethyl-",Rat,2.729,log(kg/mol),https://doi.org/10.1021/tx900189p
679,679,"Benzenamine, 4-chloro-2-methyl-",Rat,2.127,log(kg/mol),https://doi.org/10.1021/tx900189p
680,680,"Piperazine, 1-((4-chlorophenyl)phenylmethyl)-4-((3-methylphenyl)methyl)-",Rat,2.349,log(kg/mol),https://doi.org/10.1021/tx900189p
681,681,"Benzenamine, 2,5-dimethyl-",Rat,1.97,log(kg/mol),https://doi.org/10.1021/tx900189p
682,682,"Benzenamine, 3,5-dimethyl-",Rat,2.234,log(kg/mol),https://doi.org/10.1021/tx900189p
683,683,"Benzenamine, 3-methyl-",Rat,2.377,log(kg/mol),https://doi.org/10.1021/tx900189p
684,684,"1,4-Benzenediamine, 2-methyl-",Rat,3.078,log(kg/mol),https://doi.org/10.1021/tx900189p
685,685,"o-Toluenesulfonamide, 4-amino-N-(2-hydroxyethyl)-",Rat,1.413,log(kg/mol),https://doi.org/10.1021/tx900189p
686,686,"2-Pyridinamine, 4-methyl-",Rat,2.733,log(kg/mol),https://doi.org/10.1021/tx900189p
687,687,"Benzenesulfonamide, 4-amino-N-(5-methyl-3-isoxazolyl)-",Rat,1.611,log(kg/mol),https://doi.org/10.1021/tx900189p
688,688,"Phenol, 2,5-dimethyl-",Rat,2.44,log(kg/mol),https://doi.org/10.1021/tx900189p
689,689,"Phenol, 3,5-dimethyl-",Rat,2.303,log(kg/mol),https://doi.org/10.1021/tx900189p
690,690,"Phenol, 4-chloro-3,5-dimethyl-",Rat,1.612,log(kg/mol),https://doi.org/10.1021/tx900189p
691,691,"1,3-Benzenediol, 5-methyl-",Rat,2.168,log(kg/mol),https://doi.org/10.1021/tx900189p
692,692,"Phenol, 3-methyl-",Rat,2.65,log(kg/mol),https://doi.org/10.1021/tx900189p
693,693,"Phenol, 3-methyl-4-nitro-",Rat,1.541,log(kg/mol),https://doi.org/10.1021/tx900189p
694,694,"2-Oxazolidinone, 5-((3,5-dimethylphenoxy)methyl)-",Rat,2.456,log(kg/mol),https://doi.org/10.1021/tx900189p
695,695,"Pentanoic acid, 5-(2,5-dimethylphenoxy)-2,2-dimethyl-",Rat,1.719,log(kg/mol),https://doi.org/10.1021/tx900189p
696,696,"Benzene, 4-methyl-1,2-dinitro-",Rat,2.354,log(kg/mol),https://doi.org/10.1021/tx900189p
697,697,"Benzenesulfonic acid, 2-amino-4-methyl-",Rat,1.344,log(kg/mol),https://doi.org/10.1021/tx900189p
698,698,"Benzene, 1,2,3,4-tetramethyl-",Rat,1.321,log(kg/mol),https://doi.org/10.1021/tx900189p
699,699,"Urea, 1-(2,5-dimethylphenethyl)-",Rat,1.922,log(kg/mol),https://doi.org/10.1021/tx900189p
700,700,"Benzene, 1,4-dimethyl-",Rat,1.327,log(kg/mol),https://doi.org/10.1021/tx900189p
701,701,"Benzene, 1-methyl-4-(1,1-dimethylethyl)- (9CI)",Rat,1.916,log(kg/mol),https://doi.org/10.1021/tx900189p
