Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2234913,,0,326.40,0,2.31,CCOc1c(/C=N\NC(=O)c2ccncc2)cccc1CN(C)C,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3051007,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hr by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046083,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL2234860,,0,580.74,2,4.72,CCOC(=O)CSc1nnc(CCCCc2nnc(SCC(=O)OCC)n2-c2ccccc2)n1-c1ccccc1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3047078,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046023,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL2283476,,0,333.19,0,3.22,COc1ccc(Br)c(C(=O)N/N=C\c2ccccc2)c1,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3077203,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046513,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL4542273,,0,522.53,2,7.57,Cc1ccc(C(=O)n2c(-c3cn(-c4ccccc4)nc3-c3ccc(C(F)(F)F)cc3)nc3ccccc32)cc1,MIC,'=',62.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4348303,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated for 24 hrs by TTC double broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4346683,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL2018438,,0,370.31,0,2.72,CC(=O)Oc1cc(OC(C)=O)c2c(=O)c3c(OC(C)=O)cccc3oc2c1,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2021319,Antibacterial activity against Escherichia coli ATCC 25922 after 20 to 22 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2016547,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL1911476,,0,405.40,0,4.45,CSc1ccccc1/C=N/NC(=O)c1cnc2c(C(F)(F)F)cccc2c1O,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1913519,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 25 hrs by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1909590,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL2018437,,0,370.31,0,2.72,CC(=O)Oc1ccc2c(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3oc2c1,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2021319,Antibacterial activity against Escherichia coli ATCC 25922 after 20 to 22 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2016547,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL4593863,,0,472.52,1,6.69,Cc1ccc(C(=O)n2c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc3ccccc32)cc1,MIC,'=',62.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4348303,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated for 24 hrs by TTC double broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4346683,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4457694,,0,542.95,2,7.92,O=C(c1ccc(Cl)cc1)n1c(-c2cn(-c3ccccc3)nc2-c2ccc(C(F)(F)F)cc2)nc2ccccc21,MIC,'=',62.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4348303,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated for 24 hrs by TTC double broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4346683,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4549786,,0,469.55,1,6.26,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3n2C(=O)c2ccc(C)nc2)cc1,MIC,'=',62.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4348303,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated for 24 hrs by TTC double broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4346683,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4471509,,0,473.51,1,6.09,Cc1cncc(C(=O)n2c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc3ccccc32)c1,MIC,'=',62.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4348303,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated for 24 hrs by TTC double broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4346683,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL1092160,,0,299.42,1,5.27,C=CCCCCCCCCc1nnc(Nc2ccccc2)o1,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1115888,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by two fold dilution technique,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1155415,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1087306,,0,416.38,0,4.05,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)cc(F)c1)C2,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1115802,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by NCCLS method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154814,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL3410372,,0,1008.87,2,10.88,CCCCCCCCCCCCCC[N+]12CC[N+](CCCCC[N+]34CC[N+](CCCCCCCCCCCCCC)(CC3)CC4)(CC1)CC2.[Br-].[Br-].[Br-].[Br-],MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3413367,Antimicrobial activity against 10^4 CFU/ml Escherichia coli ATCC 25922 after 22 hrs by serial microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3407338,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL3423295,,0,263.34,0,2.63,CCCCNC(=O)/C=C/c1ccc(OC)c(OC)c1,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3424268,Antibacterial activity against penicillin-susceptible Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3421607,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL2159989,,0,465.48,0,3.22,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)c(F)cc2c1=O,MIC,'=',0.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2162095,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by NCCLS method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2157880,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL3422765,,0,479.51,0,3.00,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(O)nc56)(CC3)OC4)nc2N1,MIC,'=',4.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3424848,Antimicrobial activity against Escherichia coli ATCC 25922 by micro broth dilution or agar based method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3421558,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL1081323,,0,413.61,1,6.97,CCCCC/C=C\CC[C@H](O)CCCCCCCc1nnc(Nc2ccccc2)o1,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1115888,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by two fold dilution technique,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1155415,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1088341,,0,380.40,0,3.77,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1ccccc1)C2,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1115802,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by NCCLS method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154814,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1087307,,0,434.37,0,4.19,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](OCc1cc(F)c(F)c(F)c1)C2,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1115802,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by NCCLS method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154814,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL33,LEVOFLOXACIN,4,361.37,0,1.54,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,MIC,'=',0.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1694646,Antibacterial activity against Escherichia coli ATCC 25922 expressing qnrB gene and pBK-QnrB1 assessed as resistant colonies recovered one step below mutant prevention concentration,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687848,1,Scientific Literature,Antimicrob. Agents Chemother.,2011,None,
CHEMBL3314166,,0,950.81,3,1.60,COc1cc2c(c(O)c1-c1c(OC)cc(O)c3c1C(=O)C1=C(C3=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O)C(=O)c1c(cc(C)c(O)c1-c1c(OC)cc(O)c3c1C(=O)C1=C(O)[C@](C)(O)[C@H](O)C(O)=C1C3=O)C2=O,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3376987,Antibacterial activity against Escherichia coli ATCC 25922 by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3351427,1,Scientific Literature,J. Nat. Prod.,2014,None,
CHEMBL1771467,,0,386.80,0,1.47,O=C(CCl)NC[C@H]1CN(c2ccc(-c3nnc4ncccn34)cc2)C(=O)O1,MIC,'>',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1771814,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1770134,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL3580985,,0,308.37,0,2.82,Cc1c(O)cc(O)c2c1C[C@@H](CCCCCC(C)O)OC2=O,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3585044,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as inhibition of microbial growth by microbroth dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3580551,1,Scientific Literature,J. Nat. Prod.,2015,None,
CHEMBL1911489,,0,420.35,0,3.43,COc1ccc(NC(=O)NNC(=O)c2cnc3c(C(F)(F)F)cccc3c2O)cc1,MIC,'=',0.1,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1913519,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 25 hrs by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1909590,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL3604691,,0,507.57,1,3.62,COc1ccc2ncc(F)c(CCC34CCC(NCc5cc(C)c6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,MIC,'=',8.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3607783,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3603741,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3604692,,0,521.59,1,3.92,COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(c(C)c5C)OCC(=O)N6)(CC3)CO4)c2n1,MIC,'=',2.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3607783,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3603741,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3604803,,0,507.57,1,3.65,COc1ccc2ncc(F)c(CCC34CCC(N(C)Cc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,MIC,'=',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3607783,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3603741,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL1289698,,0,497.43,0,2.35,CCO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CC1/C(N)=N\O,MIC,'=',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1292574,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by twofold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1287651,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL4093324,,0,2353.84,None,None,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,MIC,'=',8.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4009680,Antibacterial activity against Escherichia coli ATCC 25922 after 18 hrs by broth microdilution method,F,BAO_0000019,assay format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4007441,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3331309,,0,392.36,0,1.27,CO/N=C1/CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3[C@@H]2C[C@@H]2F)[C@@H]1CN,MIC,'=',0.06,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3385755,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by standard twofold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3352227,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL551449,,0,438.46,0,2.04,COCCOCO[C@H](C)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CS[C@@H]12,MIC,'>',200.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1032022,Antibacterial activity against permeabilizing agent polymyxin B-treated Escherichia coli ATCC 25922 after 18 hrs by liquid dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1151920,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL161,CEFTRIAXONE,4,554.59,2,-1.20,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,MIC,'=',0.064,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1681280,Antimicrobial activity against Escherichia coli ATCC 25922 by serial dilution twofold broth microdilution method in presence of 40 g/L bovine serum albumin,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1671635,1,Scientific Literature,Antimicrob. Agents Chemother.,2008,None,
CHEMBL8,CIPROFLOXACIN,4,331.35,0,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',0.008,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1671527,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1667809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL1669375,,0,388.40,0,1.71,CO/N=C1\CC(N)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,MIC,'=',0.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1671527,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1667809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL430,GEMIFLOXACIN,4,389.39,0,0.97,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,MIC,'=',0.015,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1671527,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1667809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL2322690,,0,408.46,0,2.95,Cc1cc(O)c(C(=O)CCCCC(=O)Nc2c3sscc-3[nH]c2=O)c(=O)o1,MIC,'=',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2328978,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2321743,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL515759,,0,365.69,1,6.78,Clc1ccc(-c2nc3cc(Cl)c(Cl)cc3n2C2CCCC2)cc1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL977993,Antimicrobial activity against Escherichia coli ATCC 25922 by tube dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1138563,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL473230,,0,352.91,1,6.77,CC(C)(C)c1ccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)cc1,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL977993,Antimicrobial activity against Escherichia coli ATCC 25922 by tube dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1138563,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL475365,,0,387.35,1,7.42,CC(C)(C)c1ccc(-c2nc3cc(Cl)c(Cl)cc3n2C2CCCC2)cc1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL977993,Antimicrobial activity against Escherichia coli ATCC 25922 by tube dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1138563,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL515875,,0,339.87,1,5.54,CN(C)c1ccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)cc1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL977993,Antimicrobial activity against Escherichia coli ATCC 25922 by tube dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1138563,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL464474,VERBALACTONE,0,372.50,0,3.27,CCCCC[C@@H]1C[C@@H](O)CC(=O)O[C@H](CCCCC)C[C@@H](O)CC(=O)O1,MIC,'=',250.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL951735,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1155753,1,Scientific Literature,J. Nat. Prod.,2001,None,
CHEMBL479145,,0,272.30,0,2.83,COc1ccc([C@@H]2COc3cc(O)ccc3C2)c(O)c1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1009507,Antibacterial activity against Escherichia coli ATCC 25922 after 16 hrs by microdilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1150723,1,Scientific Literature,J. Nat. Prod.,1987,None,
CHEMBL4469693,,0,409.40,0,3.83,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2ccc(C(=O)O)c(O)c2)cc1,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4395783,Antibacterial activity against Escherichia coli ATCC 25922 incubated for 16 to 18 hrs by broth microdilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4393707,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL459120,(+)-DISCORHABDIN B,0,414.28,0,2.61,O=C1C=C2S[C@H]3C[C@]2(C=C1Br)C1=C(N3)C(=O)c2[nH]cc3c2C1=NCC3,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1101668,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154888,1,Scientific Literature,J. Nat. Prod.,2010,None,
CHEMBL1289914,,0,447.42,0,1.37,CCO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)CC1/C(N)=N\O,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1292574,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by twofold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1287651,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL4537008,,0,432.31,1,5.79,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2Cc2ccc(Cl)c(Cl)c2)cc1,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4395783,Antibacterial activity against Escherichia coli ATCC 25922 incubated for 16 to 18 hrs by broth microdilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4393707,1,Scientific Literature,Eur J Med Chem,2019,None,
